2023-12-26 01:17:34.911|INFO |monitor-consumer|19252||c.a.d.c.l.LoggerFactory  |?   |using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2023-12-26 01:17:37.032|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:java.class.path=C:\Program Files\Java\jdk1.8.0_192\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_192\jre\lib\rt.jar;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-api\target\classes;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-service\target\classes;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-security\2.1.1.RELEASE\spring-boot-starter-security-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter\2.1.1.RELEASE\spring-boot-starter-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot\2.1.1.RELEASE\spring-boot-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-autoconfigure\2.1.1.RELEASE\spring-boot-autoconfigure-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-logging\2.1.1.RELEASE\spring-boot-starter-logging-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\ch\qos\logback\logback-classic\1.2.3\logback-classic-1.2.3.jar;C:\Users\Kane\.m2\repository\ch\qos\logback\logback-core\1.2.3\logback-core-1.2.3.jar;C:\Users\Kane\.m2\repository\org\apache\logging\log4j\log4j-to-slf4j\2.11.1\log4j-to-slf4j-2.11.1.jar;C:\Users\Kane\.m2\repository\org\apache\logging\log4j\log4j-api\2.11.1\log4j-api-2.11.1.jar;C:\Users\Kane\.m2\repository\org\slf4j\jul-to-slf4j\1.7.25\jul-to-slf4j-1.7.25.jar;C:\Users\Kane\.m2\repository\javax\annotation\javax.annotation-api\1.3.2\javax.annotation-api-1.3.2.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-core\5.1.3.RELEASE\spring-core-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-jcl\5.1.3.RELEASE\spring-jcl-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\yaml\snakeyaml\1.23\snakeyaml-1.23.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-aop\5.1.3.RELEASE\spring-aop-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-beans\5.1.3.RELEASE\spring-beans-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\security\spring-security-config\5.1.2.RELEASE\spring-security-config-5.1.2.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\security\spring-security-core\5.1.2.RELEASE\spring-security-core-5.1.2.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-context\5.1.3.RELEASE\spring-context-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\security\spring-security-web\5.1.2.RELEASE\spring-security-web-5.1.2.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-expression\5.1.3.RELEASE\spring-expression-5.1.3.RELEASE.jar;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-mailservice\target\classes;C:\Users\Kane\.m2\repository\org\projectlombok\lombok\1.18.4\lombok-1.18.4.jar;C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem\monitor-authservice\target\classes;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-web\2.0.0.RELEASE\spring-boot-starter-web-2.0.0.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-json\2.1.1.RELEASE\spring-boot-starter-json-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.9.7\jackson-databind-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-annotations\2.9.0\jackson-annotations-2.9.0.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\core\jackson-core\2.9.7\jackson-core-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jdk8\2.9.7\jackson-datatype-jdk8-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jsr310\2.9.7\jackson-datatype-jsr310-2.9.7.jar;C:\Users\Kane\.m2\repository\com\fasterxml\jackson\module\jackson-module-parameter-names\2.9.7\jackson-module-parameter-names-2.9.7.jar;C:\Users\Kane\.m2\repository\org\springframework\boot\spring-boot-starter-tomcat\2.1.1.RELEASE\spring-boot-starter-tomcat-2.1.1.RELEASE.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.13\tomcat-embed-core-9.0.13.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-el\9.0.13\tomcat-embed-el-9.0.13.jar;C:\Users\Kane\.m2\repository\org\apache\tomcat\embed\tomcat-embed-websocket\9.0.13\tomcat-embed-websocket-9.0.13.jar;C:\Users\Kane\.m2\repository\org\hibernate\validator\hibernate-validator\6.0.13.Final\hibernate-validator-6.0.13.Final.jar;C:\Users\Kane\.m2\repository\javax\validation\validation-api\2.0.1.Final\validation-api-2.0.1.Final.jar;C:\Users\Kane\.m2\repository\org\jboss\logging\jboss-logging\3.3.2.Final\jboss-logging-3.3.2.Final.jar;C:\Users\Kane\.m2\repository\com\fasterxml\classmate\1.4.0\classmate-1.4.0.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-web\5.1.3.RELEASE\spring-web-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\org\springframework\spring-webmvc\5.1.3.RELEASE\spring-webmvc-5.1.3.RELEASE.jar;C:\Users\Kane\.m2\repository\com\alibaba\boot\dubbo-spring-boot-starter\0.2.0\dubbo-spring-boot-starter-0.2.0.jar;C:\Users\Kane\.m2\repository\com\alibaba\dubbo\2.6.2\dubbo-2.6.2.jar;C:\Users\Kane\.m2\repository\org\javassist\javassist\3.20.0-GA\javassist-3.20.0-GA.jar;C:\Users\Kane\.m2\repository\org\jboss\netty\netty\3.2.5.Final\netty-3.2.5.Final.jar;C:\Users\Kane\.m2\repository\org\apache\curator\curator-framework\2.12.0\curator-framework-2.12.0.jar;C:\Users\Kane\.m2\repository\org\apache\curator\curator-client\2.12.0\curator-client-2.12.0.jar;C:\Users\Kane\.m2\repository\com\google\guava\guava\16.0.1\guava-16.0.1.jar;C:\Users\Kane\.m2\repository\com\alibaba\boot\dubbo-spring-boot-autoconfigure\0.2.0\dubbo-spring-boot-autoconfigure-0.2.0.jar;C:\Users\Kane\.m2\repository\org\apache\zookeeper\zookeeper\3.4.8\zookeeper-3.4.8.jar;C:\Users\Kane\.m2\repository\org\slf4j\slf4j-api\1.7.25\slf4j-api-1.7.25.jar;C:\Users\Kane\.m2\repository\jline\jline\0.9.94\jline-0.9.94.jar;C:\Users\Kane\.m2\repository\io\netty\netty\3.7.0.Final\netty-3.7.0.Final.jar;C:\Users\Kane\.m2\repository\org\apache\skywalking\apm-toolkit-trace\9.0.0\apm-toolkit-trace-9.0.0.jar;C:\Users\Kane\.m2\repository\org\apache\skywalking\apm-toolkit-logback-1.x\9.0.0\apm-toolkit-logback-1.x-9.0.0.jar;C:\Users\Kane\.m2\repository\com\101tec\zkclient\0.10\zkclient-0.10.jar;C:\Users\Kane\Desktop\SWU\env\apache-skywalking-apm-bin\agent\skywalking-agent.jar;C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\lib\idea_rt.jar
2023-12-26 01:17:37.032|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:java.library.path=C:\Program Files\Java\jdk1.8.0_192\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\VMware\VMware Workstation\bin\;C:\Rtools\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\nodejs\;C:\Program Files\Git\cmd;C:\Program Files\Java\jdk1.8.0_192\bin;C:\Program Files (x86)\Maven\apache-maven-3.9.3\bin;C:\Program Files\apache-tomcat-8.5.81\bin;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\Kane\AppData\Local\Microsoft\WindowsApps;C:\Program Files\JetBrains\PyCharm 2022.3.3\bin;;C:\Users\Kane\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\bin;;C:\Program Files\JetBrains\CLion 2023.1.1\bin;;C:\Users\Kane\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\WebStorm 2023.1.4\bin;;.
2023-12-26 01:17:37.032|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:java.io.tmpdir=C:\Users\Kane\AppData\Local\Temp\
2023-12-26 01:17:37.032|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:java.compiler=<NA>
2023-12-26 01:17:37.032|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:os.name=Windows 10
2023-12-26 01:17:37.033|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:os.arch=amd64
2023-12-26 01:17:37.033|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:os.version=10.0
2023-12-26 01:17:37.033|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:user.name=Kane
2023-12-26 01:17:37.033|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:user.home=C:\Users\Kane
2023-12-26 01:17:37.034|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |100 |Client environment:user.dir=C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem
2023-12-26 01:17:37.035|INFO |monitor-consumer|19252||o.a.z.ZooKeeper          |438 |Initiating client connection, connectString=127.0.0.1:2181 sessionTimeout=60000 watcher=org.apache.curator.ConnectionState@fef2768
2023-12-26 01:17:37.049|INFO |monitor-consumer|19252||o.a.z.ClientCnxn         |1032|Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2023-12-26 01:17:37.050|INFO |monitor-consumer|19252||o.a.z.ClientCnxn         |876 |Socket connection established to 127.0.0.1/127.0.0.1:2181, initiating session
2023-12-26 01:17:37.058|INFO |monitor-consumer|19252||o.a.z.ClientCnxn         |1299|Session establishment complete on server 127.0.0.1/127.0.0.1:2181, sessionid = 0x1000b058db50006, negotiated timeout = 40000
2023-12-26 01:17:37.071|INFO |monitor-consumer|19252||o.a.c.f.s.ConnectionStateManager|228 |State change: CONNECTED
2023-12-26 01:17:37.076|INFO |monitor-consumer|19252||c.a.d.r.z.ZookeeperRegistry|273 | [DUBBO] Register: consumer://10.65.103.148/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&side=consumer&timestamp=1703524656867, dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.127|INFO |monitor-consumer|19252||c.a.d.r.z.ZookeeperRegistry|298 | [DUBBO] Subscribe: consumer://10.65.103.148/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&side=consumer&timestamp=1703524656867, dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.153|INFO |monitor-consumer|19252||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.65.103.148/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&side=consumer&timestamp=1703524656867, urls: [dubbo://10.65.103.148:20881/com.zr.monitor.service.MonitorService?anyhost=true&application=monitor-service-provider&dubbo=2.6.2&generic=false&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=23816&side=provider&timestamp=1703524640660, empty://10.65.103.148/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=configurators&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&side=consumer&timestamp=1703524656867, empty://10.65.103.148/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&side=consumer&timestamp=1703524656867], dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.296|INFO |monitor-consumer|19252||c.a.d.r.t.AbstractClient |282 | [DUBBO] Successed connect to server /10.65.103.148:20881 from NettyClient 10.65.103.148 using dubbo version 2.6.2, channel is NettyChannel [channel=[id: 0x213bd66a, /10.65.103.148:16678 => /10.65.103.148:20881]], dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.296|INFO |monitor-consumer|19252||c.a.d.r.t.AbstractClient |91  | [DUBBO] Start NettyClient American-DESKTOP/10.65.103.148 connect to the server /10.65.103.148:20881, dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.355|INFO |monitor-consumer|19252||c.a.d.c.AbstractConfig   |425 | [DUBBO] Refer dubbo service com.zr.monitor.service.MonitorService from url zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=monitor-api-A&check=false&dubbo=2.6.2&generic=false&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19252&register.ip=10.65.103.148&remote.timestamp=1703524640660&side=consumer&timestamp=1703524656867, dubbo version: 2.6.2, current host: 10.65.103.148
2023-12-26 01:17:37.361|INFO |monitor-consumer|19252||c.a.d.c.s.b.f.a.ReferenceBeanBuilder|79  |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy0@3bede349" singleton="true" uniqueServiceName="com.zr.monitor.service.MonitorService" interface="com.zr.monitor.service.MonitorService" generic="false" id="com.zr.monitor.service.MonitorService" /> has been built.
